Wall time,Step,cnn_8_x4_nb,cnn_8_x4_b,cnn_32_x4
,1858,,,0.2813037932
,1859,,,0.2803838253
,1860,,,0.281776011
,1861,,,0.2804028094
,1862,,,0.2808071077
,1863,,,0.2787193954
,1864,,,0.2781369388
,1865,,,0.2773145735
,1866,,,0.277020961
,1867,,,0.2783332765
,1868,,,0.2789913714
,1869,,,0.2790195942
,1870,,,0.2781518698
,1871,,,0.2786142528
,1872,,,0.2786078155
,1873,,,0.2831607163
,1874,,,0.2832172215
,1875,,,0.2839707434
,1876,,,0.2840209007
,1877,,,0.2844467759
,1878,,,0.2835126221
,1879,,,0.2842218578
,1880,,,0.2837462425
,1881,,,0.2847957611
,1882,,,0.284822911
,1883,,,0.2851828933
,1884,,,0.2855931818
,1885,,,0.2857203484
,1886,,,0.2298268527
,1887,,,0.2511850595
,1888,,,0.2470618188
,1889,,,0.2883431911
,1890,,,0.2895173728
,1891,,,0.2879573703
,1892,,,0.2840844989
,1893,,,0.2853970528
,1894,,,0.2884533405
,1895,,,0.28787902
,1896,,,0.284288168
,1897,,,0.2832960188
,1898,,,0.2844102085
,1899,,,0.2832823992
,1900,,,0.2839143276
,1901,,,0.2850577235
,1902,,,0.2858480215
,1903,,,0.2851800025
,1904,,,0.2847572863
,1905,,,0.2846953869
,1906,,,0.2855583131
,1907,,,0.2861191928
,1908,,,0.2862971425
,1909,,,0.2862258255
,1910,,,0.2866300046
,1911,,,0.2868970037
,1912,,,0.2865959108
,1913,,,0.2875912786
,1914,,,0.2882188261
,1915,,,0.2880778313
,1916,,,0.2888741791
,1917,,,0.2883382738
,1918,,,0.2885729074
,1919,,,0.288546592
,1920,,,0.2886744738
,1921,,,0.2889847755
,1922,,,0.2894946635
,1923,,,0.2900429368
,1924,,,0.2908798158
,1925,,,0.2781636119
,1926,,,0.2712070942
,1927,,,0.2667433619
,1928,,,0.2731015086
,1929,,,0.2731428146
,1930,,,0.2745496333
,1931,,,0.2731150687
,1932,,,0.2789250314
,1933,,,0.2787273526
,1934,,,0.2813036144
,1935,,,0.2803585529
,1936,,,0.2804535329
,1937,,,0.2802632749
,1938,,,0.2812638283
,1939,,,0.2805513442
,1940,,,0.2792078257
,1941,,,0.2801020145
,1942,,,0.2798305154
,1943,,,0.2800701261
,1944,,,0.2805593312
,1945,,,0.2810446322
,1946,,,0.2817167342
,1947,,,0.2823477089
,1948,,,0.2833551466
,1949,,,0.2849835157
,1950,,,0.2857723236
,1951,,,0.2857978046
,1952,,,0.2863070071
,1953,,,0.2879628837
,1954,,,0.2880703509
,1955,,,0.2880011201
,1956,,,0.2881839573
,1957,,,0.2880658507
,1958,,,0.2878831625
,1959,,,0.2881402671
,1960,,,0.2883182168
,1961,,,0.2837857604
,1962,,,0.2912542522
,1963,,,0.2817353606
,1964,,,0.283134222
,1965,,,0.2833706141
,1966,,,0.2835991085
,1967,,,0.2839502692
,1968,,,0.2829890251
,1969,,,0.283449918
,1970,,,0.2841238976
,1971,,,0.2819824517
,1972,,,0.2815130949
,1973,,,0.2811202407
,1974,,,0.281354636
,1975,,,0.281933248
,1976,,,0.2838399708
,1977,,,0.2837758064
,1978,,,0.2829673886
,1979,,,0.2828419805
,1980,,,0.2834255993
,1981,,,0.2850267887
,1982,,,0.2845861316
,1983,,,0.2824246883
,1984,,,0.2824666798
,1985,,,0.2831452191
,1986,,,0.2833758891
,1987,,,0.2839156687
,1988,,,0.2836767137
,1989,,,0.2841723859
,1990,,,0.2841354907
,1991,,,0.2842133641
,1992,,,0.2841745317
,1993,,,0.2857630253
,1994,,,0.289228797
,1995,,,0.2869057953
,1996,,,0.2626393437
,1997,,,0.2763540745
,1998,,,0.2778741717
,1999,,,0.2773249149
,2000,,,0.2790476978
,2001,,,0.2823761404
,2002,,,0.2798581421
,2003,,,0.2802509367
,2004,,,0.2816354036
,2005,,,0.2830149233
,2006,,,0.2833285332
,2007,,,0.2831618488
,2008,,,0.2818140686
,2009,,,0.2822341919
,2010,,,0.2826193869
,2011,,,0.2830882967
,2012,,,0.2832398415
,2013,,,0.2829563618
,2014,,,0.28340891
,2015,,,0.2834192514
,2016,,,0.2830139995
,2017,,,0.2837795317
,2018,,,0.2835340798
,2019,,,0.2830379307
,2020,,,0.2838452458
,2021,,,0.2865959406
,2022,,,0.2883046567
,2023,,,0.2884986997
,2024,,,0.3086643219
,2025,,,0.3019759059
,2026,,,0.3052378297
,2027,,,0.2924630642
,2028,,,0.2895258367
,2029,,,0.2895309031
,2030,,,0.2877380848
,2031,,,0.2862128317
,2032,,,0.2843970656
,2033,,,0.2798856497
,2034,,,0.2824220359
,2035,,,0.2834630311
,2036,,,0.2828190625
,2037,,,0.2838723361
,2038,,,0.2834734023
,2039,,,0.2834334671
,2040,,,0.2833056152
,2041,,,0.2826247811
,2042,,,0.2817510366
,2043,,,0.2814783752
,2044,,,0.2807121277
,2045,,,0.2801407576
,2046,,,0.280513078
,2047,,,0.2804106474
,2048,,,0.2809808552
,2049,,,0.2810021937
,2050,,,0.2810565233
,2051,,,0.2816032171
,2052,,,0.2814105153
,2053,,,0.2823636532
,2054,,,0.2827268839
,2055,,,0.2827356756
,2056,,,0.2825903594
,2057,,,0.2821949124
,2058,,,0.2827250659
,2059,,,0.2831610739
,2060,,,0.2835226953
,2061,,,0.2834354043
,2062,,,0.2662449181
,2063,,,0.2689556479
,2064,,,0.2610293627
,2065,,,0.257232517
,2066,,,0.2579340935
,2067,,,0.2696830332
,2068,,,0.2643895745
,2069,,,0.2636089921
,2070,,,0.2698179781
,2071,,,0.2684175372
,2072,,,0.2725849748
,2073,,,0.2763806283
,2074,,,0.2763109803
,2075,,,0.2776890397
,2076,,,0.2792192996
,2077,,,0.2795778215
,2078,,,0.2789479494
,2079,,,0.2778206468
,2080,,,0.2777956426
,2081,,,0.278344959
,2082,,,0.2788680792
,2083,,,0.2781846523
,2084,,,0.2793843746
,2085,,,0.2808262706
,2086,,,0.2816594243
,2087,,,0.2818741798
,2088,,,0.2817787826
,2089,,,0.2834390402
,2090,,,0.2834452391
,2091,,,0.2832934558
,2092,,,0.2836604416
,2093,,,0.2843396664
,2094,,,0.2848370373
,2095,,,0.2849395573
,2096,,,0.2519777417
,2097,,,0.2495934516
,2098,,,0.2713946402
,2099,,,0.26845631
,2100,,,0.268653512
,2101,,,0.2773340344
,2102,,,0.278411448
,2103,,,0.2778442502
,2104,,,0.2772700191
,2105,,,0.2777321935
,2106,,,0.2792665958
,2107,,,0.2809086442
,2108,,,0.278947413
,2109,,,0.2781988978
,2110,,,0.2785284817
,2111,,,0.2804199755
,2112,,,0.2802391648
,2113,,,0.2804246545
,2114,,,0.2809828222
,2115,,,0.2807313502
,2116,,,0.2804681659
,2117,,,0.280294925
,2118,,,0.2808139622
,2119,,,0.281739831
,2120,,,0.2820685208
,2121,,,0.2820007503
,2122,,,0.2826089561
,2123,,,0.2821556628
,2124,,,0.2821326256
,2125,,,0.28206864
,2126,,,0.2829617262
,2127,,,0.2832739353
,2128,,,0.2830959558
,2129,,,0.2846581042
,2130,,,0.2844451666
,2131,,,0.2842397988
,2132,,,0.276653707
,2133,,,0.2795913219
,2134,,,0.278737694
,2135,,,0.2793157399
,2136,,,0.2797383964
,2137,,,0.2800650895
,2138,,,0.2786674798
,2139,,,0.277669251
,2140,,,0.2757208347
,2141,,,0.2760394514
,2142,,,0.2750232518
,2143,,,0.274523735
,2144,,,0.2740088105
,2145,,,0.2769770324
,2146,,,0.2782755196
,2147,,,0.2785016298
,2148,,,0.278680712
,2149,,,0.278519094
,2150,,,0.2797226012
,2151,,,0.2795486152
,2152,,,0.2802778482
,2153,,,0.2821656466
,2154,,,0.282494396
,2155,,,0.2826940417
,2156,,,0.2835477591
,2157,,,0.2836094201
,2158,,,0.2831516266
,2159,,,0.2836900055
,2160,,,0.2840029597
,2161,,,0.2832071185
,2162,,,0.2834337652
,2163,,,0.2830637097
,2164,,,0.2833099067
,2165,,,0.2833518088
,2166,,,0.2837296426
,2167,,,0.2841308713
,2168,,,0.2840481997
,2169,,,0.2844214439
,2170,,,0.2567218542
,2171,,,0.2544534206
,2172,,,0.257635057
,2173,,,0.2628508806
,2174,,,0.2607729733
,2175,,,0.2596101463
,2176,,,0.2586741447
,2177,,,0.2595364153
,2178,,,0.2647012472
,2179,,,0.2662377059
,2180,,,0.2648609877
,2181,,,0.2659959793
,2182,,,0.2655591369
,2183,,,0.2667427957
,2184,,,0.2661485076
,2185,,,0.2670241892
,2186,,,0.2697272599
,2187,,,0.2720547318
,2188,,,0.2726663053
,2189,,,0.2726202309
,2190,,,0.2719989717
,2191,,,0.2716103196
,2192,,,0.2722150981
,2193,,,0.2718094885
,2194,,,0.2737655342
,2195,,,0.2730114758
,2196,,,0.272620976
,2197,,,0.2724612057
,2198,,,0.2716747224
,2199,,,0.2721541226
,2200,,,0.2730703652
,2201,,,0.2730855644
,2202,,,0.2732997537
,2203,,,0.2743866444
,2204,,,0.274360925
,2205,,,0.274119854
,2206,,,0.2747891247
,2207,,,0.274099946
,2208,,,0.2753031552
,2209,,,0.2747789621
,2210,,,0.2770814598
,2211,,,0.2770670354
,2212,,,0.2776207924
,2213,,,0.2775328159
,2214,,,0.2777127326
,2215,,,0.2775380313
,2216,,,0.2778864801
,2217,,,0.2779649794
,2218,,,0.2782199681
,2219,,,0.2614498436
,2220,,,0.2631479502
,2221,,,0.266523689
,2222,,,0.2610194981
,2223,,,0.2710261941
,2224,,,0.2710376382
,2225,,,0.273578614
,2226,,,0.2734828591
,2227,,,0.2777777612
,2228,,,0.2812791169
,2229,,,0.2799651921
,2230,,,0.2807985246
,2231,,,0.2811055779
,2232,,,0.2827315331
,2233,,,0.2829344571
,2234,,,0.2831669152
,2235,,,0.2823599875
,2236,,,0.2819800377
,2237,,,0.2822409868
,2238,,,0.2816275656
,2239,,,0.2808842063
,2240,,,0.2793030441
,2241,,,0.2808037102
,2242,,,0.2815380096
,2243,,,0.2854592502
,2244,,,0.2861076593
,2245,,,0.2861675322
,2246,,,0.2866874039
,2247,,,0.2865346372
,2248,,,0.2864089012
,2249,,,0.2872542441
,2250,,,0.286872685
,2251,,,0.2868593931
,2252,,,0.2868834436
,2253,,,0.2868406475
,2254,,,0.2871155143
,2255,,,0.2872476578
,2256,,,0.286249578
,2257,,,0.2858576179
,2258,,,0.2855413556
,2259,,,0.2711666226
,2260,,,0.2754357755
,2261,,,0.2774207592
,2262,,,0.2822730243
,2263,,,0.2832986712
,2264,,,0.2870998979
,2265,,,0.289106667
,2266,,,0.2878167629
,2267,,,0.289858222
,2268,,,0.2854510248
,2269,,,0.2814490795
,2270,,,0.2800477743
,2271,,,0.2823162079
,2272,,,0.282319814
,2273,,,0.2806952
,2274,,,0.2813761532
,2275,,,0.2811713219
,2276,,,0.28218472
,2277,,,0.2820706367
,2278,,,0.2816207111
,2279,,,0.2812816203
,2280,,,0.2818291783
,2281,,,0.281601727
,2282,,,0.2812214196
,2283,,,0.2804761827
,2284,,,0.2800773084
,2285,,,0.2813914716
,2286,,,0.2810244262
,2287,,,0.2812211812
,2288,,,0.2816013992
,2289,,,0.2820957601
,2290,,,0.2455960661
,2291,,,0.26931566
,2292,,,0.2677666247
,2293,,,0.2725569308
,2294,,,0.2735567689
,2295,,,0.2742058039
,2296,,,0.2735568285
,2297,,,0.2746255696
,2298,,,0.2777284086
,2299,,,0.2763659954
,2300,,,0.2770687044
,2301,,,0.2739959359
,2302,,,0.2737726867
,2303,,,0.2731338739
,2304,,,0.2736562192
,2305,,,0.2729167044
,2306,,,0.2750813067
,2307,,,0.2740208209
,2308,,,0.2752401829
,2309,,,0.2767083943
,2310,,,0.2772210836
,2311,,,0.2771680355
,2312,,,0.2775293291
,2313,,,0.2778178751
,2314,,,0.278051734
,2315,,,0.2779277265
,2316,,,0.2786918879
,2317,,,0.278680563
,2318,,,0.2785321772
,2319,,,0.2797137797
,2320,,,0.2800049186
,2321,,,0.2803964019
,2322,,,0.2806648016
,2323,,,0.2811162472
,2324,,,0.2817153037
,2325,,,0.2816329896
,2326,,,0.28176561
,2327,,,0.2815205157
,2328,,,0.2814094722
,2329,,,0.2815163434
,2330,,,0.2366620302
,2331,,,0.2501600683
,2332,,,0.2564066052
,2333,,,0.2620644867
,2334,,,0.2685292363
,2335,,,0.2686468661
,2336,,,0.269441396
,2337,,,0.2717790902
,2338,,,0.2711112797
,2339,,,0.2708963454
,2340,,,0.2707321048
,2341,,,0.2714973688
,2342,,,0.275433749
,2343,,,0.2752396762
,2344,,,0.2753005326
,2345,,,0.2755256295
,2346,,,0.2750113308
,2347,,,0.2746540606
,2348,,,0.2744612396
,2349,,,0.2755947113
,2350,,,0.2754253745
,2351,,,0.2763677537
,2352,,,0.2773809433
,2353,,,0.2781609893
,2354,,,0.2777727246
,2355,,,0.2784746289
,2356,,,0.2798275948
,2357,,,0.2794572413
,2358,,,0.2794289291
,2359,,,0.2808206379
,2360,,,0.2809145451
,2361,,,0.2797866464
,2362,,,0.2797167599
,2363,,,0.2803190649
,2364,,,0.280629009
,2365,,,0.2810364962
,2366,,,0.2811216414
,2367,,,0.2819419503
,2368,,,0.2821117342
,2369,,,0.2823369801
,2370,,,0.2823909819
,2371,,,0.2845352292
,2372,,,0.2711976171
,2373,,,0.2691600323
,2374,,,0.2709085643
,2375,,,0.2718315125
,2376,,,0.2714474201
,2377,,,0.2737508118
,2378,,,0.2735619843
,2379,,,0.273709774
,2380,,,0.2732152641
,2381,,,0.2724204659
,2382,,,0.2724812031
,2383,,,0.2736334205
,2384,,,0.2749139071
,2385,,,0.2744013667
,2386,,,0.2741409242
,2387,,,0.2752348483
,2388,,,0.2747478187
,2389,,,0.2755517364
,2390,,,0.2755170465
,2391,,,0.2755548954
,2392,,,0.275688678
,2393,,,0.2755363882
,2394,,,0.2759952843
,2395,,,0.2760063112
,2396,,,0.2765244246
,2397,,,0.2763053477
,2398,,,0.2778367698
,2399,,,0.2782894671
,2400,,,0.2787036896
,2401,,,0.2564031184
,2402,,,0.2585791647
,2403,,,0.2586477995
,2404,,,0.2636131942
,2405,,,0.2593580484
,2406,,,0.2617157698
,2407,,,0.2602641881
,2408,,,0.2612996399
,2409,,,0.261806488
,2410,,,0.2634506524
,2411,,,0.2657178938
,2412,,,0.2687898278
,2413,,,0.2684087753
,2414,,,0.2685339749
,2415,,,0.2693990171
,2416,,,0.2698720992
,2417,,,0.2696482539
,2418,,,0.268183589
,2419,,,0.2696602046
,2420,,,0.2699781656
,2421,,,0.2714261711
,2422,,,0.2721959054
,2423,,,0.2728412449
,2424,,,0.2732342482
,2425,,,0.2742267251
,2426,,,0.2742115855
,2427,,,0.274769038
,2428,,,0.2754267752
,2429,,,0.2754774094
,2430,,,0.2749788463
,2431,,,0.2756959796
,2432,,,0.2761007845
,2433,,,0.2763104439
,2434,,,0.2761137784
,2435,,,0.2314696759
,2436,,,0.2557821572
,2437,,,0.2569776475
,2438,,,0.2586201131
,2439,,,0.2549809813
,2440,,,0.2506892979
,2441,,,0.2522935271
,2442,,,0.2531541288
,2443,,,0.2548119128
,2444,,,0.2573008537
,2445,,,0.2581559122
,2446,,,0.2629339099
,2447,,,0.2638181746
,2448,,,0.2649598718
,2449,,,0.2661993504
,2450,,,0.2686844766
,2451,,,0.2693129182
,2452,,,0.2704748213
,2453,,,0.2737489939
,2454,,,0.2742079794
,2455,,,0.2742029727
,2456,,,0.2738899887
,2457,,,0.2741941214
,2458,,,0.2741245329
,2459,,,0.2757924795
,2460,,,0.2761023939
,2461,,,0.2760651708
,2462,,,0.2764223814
,2463,,,0.2763581574
,2464,,,0.2766357362
,2465,,,0.27657637
,2466,,,0.2772521675
,2467,,,0.2771407366
,2468,,,0.2774142921
,2469,,,0.2638692856
,2470,,,0.2623991668
,2471,,,0.2622630298
,2472,,,0.267264396
,2473,,,0.2659010887
,2474,,,0.2671868801
,2475,,,0.266410321
,2476,,,0.2670975924
,2477,,,0.2722465396
,2478,,,0.2714732885
,2479,,,0.2672838271
,2480,,,0.2664462924
,2481,,,0.2639710903
,2482,,,0.2683625221
,2483,,,0.2691865861
,2484,,,0.2695450783
,2485,,,0.2708127201
,2486,,,0.2703379095
,2487,,,0.268161267
,2488,,,0.2678431571
,2489,,,0.2701040208
,2490,,,0.2690140903
,2491,,,0.2681817114
,2492,,,0.2683968842
,2493,,,0.2686884999
,2494,,,0.2683008611
,2495,,,0.2685301006
,2496,,,0.2710762322
,2497,,,0.2719556391
,2498,,,0.2719525397
,2499,,,0.2726210654
,2500,,,0.2725094855
,2501,,,0.2728746533
,2502,,,0.273652643
,2503,,,0.2735560834
,2504,,,0.2752152979
,2505,,,0.2761034369
,2506,,,0.2755847573
,2507,,,0.2764322758
,2508,,,0.2766536474
,2509,,,0.2764689326
,2510,,,0.2575424016
,2511,,,0.2594393492
,2512,,,0.2586048245
,2513,,,0.2644857466
,2514,,,0.2643662691
,2515,,,0.2651929259
,2516,,,0.2707730234
,2517,,,0.27191028
,2518,,,0.2724308074
,2519,,,0.2750716805
,2520,,,0.2754727602
,2521,,,0.2750910819
,2522,,,0.2746137977
,2523,,,0.2751275003
,2524,,,0.2797362506
